Name,Reactions,Comments,Reposts,Content,Date
PIRXON SA,2,,,"Domena❗️To brzmi dumnie… i trudno wyobrazić sobie czasy przed jej powstaniem.Korzystając z dzisiejszego święta – dzień domeny – przypominamy genezę naszej domenyPIRXON S.A.Nazwa wywodzi się od  tytułowego bohatera 👨‍✈️ „Opowieści o pilocie Pirxie” Stanisława Lema. Opowiadania oscylują wokół tematyki na styku człowiek i maszyny, zdolności maszyn do samodzielnego myślenia i konsekwencji z tego wynikających.Wizjonerskie podejście Lema zainspirowało nas do stworzenia marki PIRXON kojarzącej się z najnowszymi technologiami (AI, RPA, RFID), które stosujemy wdrażając projekty technologiczne dla naszych Klientów.👉 Więcej o nas i stosowanych przez nas technologiach na:https://pirxon.com/#domena#pirxon#midjourney#lem#it#ai#rpa#rfid#roboticprocessautomation#www",3 hours ago
Faizan Ebrahim,1,,,"Here are some digital products that you can make and sell online with the help of AI.#ai#midjourney#etsyEnjoy!If you have any more ideas that you want to see me try out, let me know in the comments section!",3 hours ago
Faizan Ebrahim,1,,,"Here are some digital products that you can make and sell online with the help of AI.#ai#midjourney#etsyEnjoy!If you have any more ideas that you want to see me try out, let me know in the comments section!",3 hours ago
Karima El Makrini,2,,,"Bonne journée ensoleillée !""S'il n'y avait pas d'hiver, le printemps ne serait pas si agréable : Si nous ne goûtions pas à l'adversité, la réussite ne serait pas tant appréciée.""#IA#art#abstrait#printemps#midjourney",3 hours ago
Alberto Maccari,4,,,"During the recording of this episode, just a few days ago, Chat GPT4 was just a rumour and withJacqueswe wanted to discuss the improvements that tools like that are bringing to our daily work.Now it has become a reality and could potentially disrupt the entire generative AI landscape once again 🥁 (excitement)This reinforces the fact that no one can claim complete mastery over this technology, as it continues to evolve and change rapidly month after month.So, let's stay curious and have fun! 💡These are truly thrilling times, not just for those in the communication industry.What do you think?Which ai tools are using to improve your workflow?#ai#aimarketing#creativity#chatgpt4#midjourney#runway#gen1",3 hours ago
tatia temantrip,1,,,"""From spinning records to coding lines, the transition from DJ to startup founder hasn't been easy, but it's been worth it. As the sole member of the team with a music background, it's been an exciting challenge to lead a group of talented programmers towards a common goal.Starting a business is always a risk, but we're committed to making it work. We know that success won't come overnight, and that there will be bumps in the road, but we're determined to see this through. After all, the journey is just as important as the destination.So join us as we navigate the world of#StartupLife, where every day brings new opportunities and challenges. From the darkness of the nightclub to the bright lights of the tech industry, we're excited to see where this journey takes us.""Pic generated by midjourney.This is a homework from💫 Aulia Halimatussadiah",3 hours ago
Hemu Ratandeep Singh Mathur,1,,1 repost,A humble attempt at AI using midjourney as a tool.Jaipur - A different Universe,3 hours ago
Felix Hornoiu,3,1 comment,,"Ok, so I’ve played with Midjourney and I must say as a 36 years old dude I find Discord too hacky. So as a thinking experiment, I’ve tried to envision how a Midjourney App would behave like. Here are some quick ideas (made in the delightful Protopie)• A breadcrumb-like nav will show the level for each creation from the initial idea• Long press on objects to select a highlight semantic text and AI suggestions• Overlapping slider to compare full upscale versions#midjourney#ai#protopie#uxuidesign#uxdesign",3 hours ago
Florian Sibois,3,,2 reposts,"[Recherche Alternance – Développeur IA – Rennes (35)]Actuellement en POEC Développeur Cyber Sécurité à l’EPSI - L'école d'ingénierie informatiquede Rennes, je souhaite poursuivre ma reconversion professionnelle dans l’intelligence artificielle.Arrivé sur Rennes il y a peu suite à un changement de région, j’en ai profité pour opérer également un changement de vie professionnelle et revenir à ma passion pour l’informatique.Depuis mon enfance, au travers notamment du jeu vidéo, je me suis toujours intéressé au milieu de la programmation et ai toujours cherché à m’en servir pour exprimer ma créativité.Ayant découvert différentes IA (chat GPT, Midjourney, Dall-E, etc…) au cours la POEC, j’ai choisi de m’orienter vers ce domaine qui va, selon moi devenir un pan important de l’informatique dans les années à venir, que ça soit dans le domaine du web ou de la sécurité (qu’elle soit informatique ou physique).Si vous avez la moindre question, n’hésitez pas à me contacter et je me ferai un plaisir d’échanger avec vous afin d’y répondre.",3 hours ago
Ben Panther,4,2 comments,,"Events schaffen sich ab...... wenn sie weiterhin nur auf Revenue, Abspulen von vorhersehbaren Inhalten und ""das haben wir schon immer so gemacht"" basieren.In den letzten Jahren haben viele Menschen das Gefühl, dass Social Media zu viel Zeit und Energie in ihrem Leben einnimmt. Einige sind besorgt über die Auswirkungen von Social Media auf ihre psychische Gesundheit, während andere einfach nur müde sind von der Fülle an Informationen und der permanenten Erreichbarkeit. Auch haben die Menschen einfach keine Lust mehr auf Fake-News, negative Kommentare und Verschwörungstheorien (Und NEIN, darüber diskutieren wir hier nicht). Das Resultat ist aber, dass viele ihre Nutzung einzuschränken oder komplett  beenden. Gleichzetig bedeutet das nicht, dass das Bedürfnis nach sozialer Interaktion oder Gemeinschaft verschwunden ist. Im Gegenteil, es hat sich nur verändert. Gerade wenn Social-Media weniger relevant ist und die Menschen erkennen, dass es eigentlich Bullshit ist, was da Online den ganzen Tag passiert, werden Events immer wichtiger.Events bieten die Möglichkeit, Menschen in einer realen Umgebung zu treffen und Zeit miteinander zu verbringen. Ob Konferenz,  Konzert, ein Essen oder eine Business-Festival ist dabei aus dieser Perspektive zweitrangig: Es ist eine Gelegenheit für Menschen, sich zu verbinden, zu lernen, sich zu amüsieren und einfach Spaß zu haben.Psychologisch relevant ist hier der Aspekt, dass Events um ein gemeinsames Interesse oder Thema herum veranstaltet werden. Das bedeutet, dass die Teilnehmer automatisch eine Gemeinschaft von Menschen mit ähnlichen Interessen oder Leidenschaften finden.Menschen streben nach Gemeinschaft und menschlicher Verbindung. Diese grundlegenden menschlichen Bedürfnisse, verschwinden auch in der digitalen Welt nicht. Und gerade in einer Welt, in der Inhalte, Bilder, Creatives und Texte von KI´s wie ChatGPT und Midjourney generiert werden. Gerade JETZT  ist es essenziell, den Menschen in den Mittelpunkt zu stellen und Gemeinschaft zu inszenieren, Menschen zusammenzubringen. Denn Online immer austauschbarer.Außerdem bieten Events die Möglichkeit, neue Menschen kennenzulernen und Beziehungen aufzubauen. Diese Beziehungen können in der digitalen Welt fortgesetzt werden, aber das Treffen von Menschen im wirklichen Leben schafft eine Verbindung, die anders ist als diejenige, die durch Online-Interaktionen entsteht. Und diese gemeinsamen Erlebnisse schaffen einzigartige Bindungen und Erinnerungen, die online schwer nachzubilden sind.Das Bedürfnis nach sozialer Interaktion und Gemeinschaft wird  weiterhin bestehen, unabhängig davon, wie sehr sich die Welt digitalisiert, wieviele neue KI-Tools entstehen. Der Mensch erkennt, dass Social Media nicht nur gut ist - wir starten also in die nächste Epoche.Also: Lasst uns Events kreieren, die Menschen zusammenzubringen und Menschen aufladen!",4 hours ago
Catherine Lucas,0,,,"What if ai had imagination?Remember that feeling you get when you watch a Dreamworks animation and get lost in wild imagination through story telling?WellBrainheart - Brand Resonanceand I have reimagined ai with our 'AiMAGINE' t-shirt, crossing Dreamworks with The Matrix.Get your own AiMAGINation and get lost browsing onhttps://lnkd.in/gyZWAE_B#brainheart#AiMAGINE#imagination#dreamworks#thematrix#artdirector#design#tshirts#tshirtdesign#branding#fashion#collaboration#ai#midjourney",4 hours ago
The Aily News,1,,1 repost,"LA PISCIFACTORÍA NUCLEARLa central que nunca llegó a funcionar por fin valdrá para algo.¡Buenas noticias, amigos crustáceos! Parece que la fallida central nuclear de Lemoiz finalmente encontrará un nuevo propósito: ¡una piscifactoria! Dos proyectos ""avanzados"" en fase de estudio están siendo considerados por el Gobierno vasco. Por fin, nuestros amigos humanos han decidido darnos un hogar en el que podamos vivir tranquilos, alimentarnos y reproducirnos. ¡Qué gran idea!Pero, ¿por qué nos preocupamos por vivir en una central nuclear? ¡Somos seres acuáticos, después de todo! El hecho de que la central haya sido abandonada y no funcione no es motivo de preocupación, ¿verdad? ¿Qué podría salir mal? ¿Radiación? ¿Contaminación? ¿Qué son esas cosas? Claro, algunos langostinos pueden tener sus reservas, pero estamos seguros de que una vez que prueben nuestro nuevo hogar, se sentirán muy a gusto.Además, no podemos olvidar lo emocionante que será para nosotros vivir en un lugar con tanta historia. Aunque la central nunca llegó a funcionar, seguro que tiene muchas historias interesantes que contar. Y ahora, nosotros, las gambas y langostinos, somos parte de esa historia. Quizás algún día habrá una visita guiada en la que los humanos puedan ver cómo vivimos en nuestra nueva casa.En resumen, estamos muy emocionados de saber que pronto tendremos un nuevo hogar en la fallida central nuclear de Lemoiz. Agradecemos a los humanos por pensar en nosotros y estamos seguros de que vivir en una central nuclear abandonada no traerá ninguna consecuencia negativa. ¡Qué suerte tenemos de ser los elegidos para habitar este lugar tan especial!By Ainónimo.#ainews#aiart#aiartwork#noticias#news#actualidad#periodismo#informacion#noticiasespaña#ai#technology#deeplearning#robotics#innovation#datascientist#art#digitaltransformation#midjourney#Lemoiz#centralnuclear#nucelar#piscifactoría#langostinos#gambas",4 hours ago
